marca,motor,observacoes,ano,combustivel,organization_id,cor,id,quilometragem,cliente_id,modelo,placa,created_date,updated_date,created_by_id,created_by,is_sample
"LIFAN","1.5","","2016","flex","69864ce67137a313e5c26d4d","BRANCO","69137ef7dc652d6aae738c18","264921","68c2d655ebd05836887abe16","530","FIN-3H33","2025-11-11T18:22:47.826000","2026-02-16T16:55:23.502000","68c06e22e3b7015582db9328","contato@loker.com.br","false"
"RENAULT","1.0","","2016","flex","69864ce67137a313e5c26d4d","PRETO","69137d889b62cb3718016e2a","246799","68c2d655ebd05836887abe16","SANDERO EXPR","QHI-3C36","2025-11-11T18:16:40.508000","2026-02-16T16:55:23.515000","68c06e22e3b7015582db9328","contato@loker.com.br","false"
"FIAT","1.0","","2020","flex","69864ce67137a313e5c26d4d","BRANCO","69137aba499751e4176aa24e","159246","68e986633e059a8f8ce5178e","MOBI LIKE","RFI-7I65","2025-11-11T18:04:42.396000","2026-02-16T16:55:23.506000","68c06e22e3b7015582db9328","contato@loker.com.br","false"
"FIAT","1.0","","2014","flex","69864ce67137a313e5c26d4d","PRATA","6913799d05e5dade88a7e8d4","225246","68c2d655ebd05836887abe16","UNO VIVACE","OXA-4C16","2025-11-11T17:59:57.098000","2026-02-16T16:55:23.533000","68c06e22e3b7015582db9328","contato@loker.com.br","false"
"VOLKSWAGEN","1.6","","2014","flex","69864ce67137a313e5c26d4d","PRETO","6909f354e9026ef2703b8b1d","231456","68c2d655ebd05836887abe16","NOVO VOYAGE 1.6 CITY","AYE-9F65","2025-11-04T12:36:36.520000","2026-02-16T16:55:23.513000","68c06e22e3b7015582db9328","contato@loker.com.br","false"
"FIAT","1.4","","2014","flex","69864ce67137a313e5c26d4d","VERMELHO","6909f066093a74a8f2695e14","249876","68c2d655ebd05836887abe16","SIENA TETRAFUEL 1.4","IUU-9J43","2025-11-04T12:24:06.445000","2026-02-16T16:55:23.535000","68c06e22e3b7015582db9328","contato@loker.com.br","false"
"VOLKSWAGEN","1.0","","2007","flex","69864ce67137a313e5c26d4d","BRANCO","6904e71977a52e698c263f69","169347","6904e66a5ab550c6df1a100f","FOX","MFZ-2A91","2025-10-31T16:43:05.703000","2026-02-16T16:55:23.520000","68c06e22e3b7015582db9328","contato@loker.com.br","false"
"VW","1.0","","2010","flex","69864ce67137a313e5c26d4d","PRETO","6903c75308b7105032fd592f","150000","6903c5830ae5acc742415723","POLO","IND-0H77","2025-10-30T20:15:15.341000","2026-02-16T16:55:23.504000","68c06e22e3b7015582db9328","contato@loker.com.br","false"
"LIFAN","1.5","","2016","flex","69864ce67137a313e5c26d4d","PRETO","6900d999d2fcbf3048e26943","239432","68c2d655ebd05836887abe16","530","IXX-3778","2025-10-28T14:56:25.848000","2026-02-16T16:55:23.497000","68c06e22e3b7015582db9328","contato@loker.com.br","false"
"FIAT","","","2015","flex","69864ce67137a313e5c26d4d","","68ffc7d29c8a357a6fdd5fbc","100000","68ffc7afa04cb0eaef9f042d","UNO","JDE-3434","2025-10-27T19:28:18.618000","2026-02-16T16:55:23.515000","68c06e22e3b7015582db9328","contato@loker.com.br","false"
"FORD","1.0","","2018","flex","69864ce67137a313e5c26d4d","PRETO","68ffadf00154eaeecb5b4fe2","219543","68c2d655ebd05836887abe16","KA SE 1.0 HA B","QIZ-0E97","2025-10-27T17:37:52.178000","2026-02-16T16:55:23.506000","68c06e22e3b7015582db9328","contato@loker.com.br","false"
"RENAULT","1.0","","2015","flex","69864ce67137a313e5c26d4d","BRANCO","68ff551fac21aad9fd44249e","289315","68c2d655ebd05836887abe16","LOGAN AUTH 1.0 16V","FPK-8J93","2025-10-27T11:18:55.159000","2026-02-16T16:55:23.514000","68c06e22e3b7015582db9328","contato@loker.com.br","false"
"VOLKSWAGEN","1.0","","2012","flex","69864ce67137a313e5c26d4d","BRANCO","68fbd03eed8fb1cb9a81cc36","168972","68fbcfee1f15ac0a0ad349cc","FOX","ISS-4F70","2025-10-24T19:15:10.081000","2026-02-16T16:55:23.501000","68c06e22e3b7015582db9328","contato@loker.com.br","false"
"CHEVROLET","2.0","","1998","flex","69864ce67137a313e5c26d4d","BRANCO","68fbb71a29a4eb1f34699e2b","308173","68fbb6964ad4b70c125f0545","VECTRA","IGW-7D84","2025-10-24T17:27:54.775000","2026-02-16T16:55:23.524000","68c06e22e3b7015582db9328","contato@loker.com.br","false"
"FIAT","1.4","","2014","flex","69864ce67137a313e5c26d4d","VERMELHO","68f9394cfa6898969c7e4e4f","234985","68c2d655ebd05836887abe16","SIENA TETRAFUEL 1.4","IVA-5J41","2025-10-22T20:06:36.824000","2026-02-16T16:55:23.533000","68c06e22e3b7015582db9328","contato@loker.com.br","false"
"LIFAN","1.5","","2015","flex","69864ce67137a313e5c26d4d","PRETO","68f935afab23d9fb331690f7","178326","68c2d655ebd05836887abe16","530","GCB-9D40","2025-10-22T19:51:11.900000","2026-02-16T16:55:23.532000","68c06e22e3b7015582db9328","contato@loker.com.br","false"
"CHEVROLET","1.0","","2019","flex","69864ce67137a313e5c26d4d","BRANCO","68f8eefceac28e723b1b5663","200000","68e986633e059a8f8ce5178e","ONIX 1.0 MT JOYE","IZN-6I47","2025-10-22T14:49:32.410000","2026-02-16T16:55:37.951000","68c06e22e3b7015582db9328","contato@loker.com.br","false"
"RENAULT","1.0","","2018","gasolina","69864ce67137a313e5c26d4d","BRANCO","68f8b50ae4dfee3f0b9b2feb","252205","68c2d655ebd05836887abe16","SANDERO","QNQ-3J01","2025-10-22T10:42:18.504000","2026-02-16T16:55:37.938000","68c06e22e3b7015582db9328","contato@loker.com.br","false"
"FIAT","","","2018","flex","69864ce67137a313e5c26d4d","VERMELHO","68e986f7bf3e6500e32292b6","180000","68e986633e059a8f8ce5178e","UNO VIVACE","","2025-10-10T22:21:43.348000","2026-02-16T16:55:37.939000","68c06e22e3b7015582db9328","contato@loker.com.br","false"
"FIAT","","","1998","flex","69864ce67137a313e5c26d4d","PRETO","68e986dcbecee9a985a08cca","50000","68e9863056ec7828e9ba2d14","UNO","","2025-10-10T22:21:16.043000","2026-02-16T16:55:37.936000","68c06e22e3b7015582db9328","contato@loker.com.br","false"
"RENAULT","1.0","","2014","flex","69864ce67137a313e5c26d4d","PRATA","68e526e0031fdc8771efcd6e","325069","68c2d655ebd05836887abe16","LOGAN EXPR 1.0 16V","AXX-9B34","2025-10-07T14:42:40.361000","2026-02-16T16:55:37.944000","68c06e22e3b7015582db9328","contato@loker.com.br","false"
"FIAT","1.0","","2014","flex","69864ce67137a313e5c26d4d","PRETO","68e407580250862d2462264d","199997","68c2d655ebd05836887abe16","PALIO ATTRACT","IUU-7J27","2025-10-06T18:15:52.943000","2026-02-16T16:55:37.967000","68c06e22e3b7015582db9328","contato@loker.com.br","false"
"VOLKSWAGEN","1.0","","2013","flex","69864ce67137a313e5c26d4d","PRETO","68e406866d3485784d88d397","200000","68c2d655ebd05836887abe16","NOVO VOYAGE 1.0","MMF-9G13","2025-10-06T18:12:22.719000","2026-02-16T16:55:37.976000","68c06e22e3b7015582db9328","contato@loker.com.br","false"
"VOLKSWAGEN","1.0","","2015","flex","69864ce67137a313e5c26d4d","BRANCO","68e405c4c18a3f5f0953bc05","200000","68c2d655ebd05836887abe16","VOYAGE TL MA","FQT-1A23","2025-10-06T18:09:08.797000","2026-02-16T16:55:38.038000","68c06e22e3b7015582db9328","contato@loker.com.br","false"
"NISSAN","1.0","","2018","flex","69864ce67137a313e5c26d4d","BRANCO","68e405079e24680a60314af4","199999","68c2d655ebd05836887abe16","VERSA 1.0","QNM-0F39","2025-10-06T18:05:59.452000","2026-02-16T16:55:37.966000","68c06e22e3b7015582db9328","contato@loker.com.br","false"
"FIAT","1.4","","2014","flex","69864ce67137a313e5c26d4d","BRANCO","68e402a461c8dad36b8429b4","577409","68c2d655ebd05836887abe16","SIENA EL 1.4 FLEX","IUR-8C67","2025-10-06T17:55:48.027000","2026-02-16T16:55:37.937000","68c06e22e3b7015582db9328","contato@loker.com.br","false"
"FORD","1.0","","2018","flex","69864ce67137a313e5c26d4d","PRATA","68e3c600a2369982fc1c6bb5","187330","68c2d655ebd05836887abe16","KA SE 1.0 SD B","IXX-4H52","2025-10-06T13:37:04.240000","2026-02-16T16:55:37.938000","68c06e22e3b7015582db9328","contato@loker.com.br","false"
"FIAT","1.4","","2015","flex","69864ce67137a313e5c26d4d","VERMELHO","68dc2937dd7025739bd99c66","230000","68c2d655ebd05836887abe16","GRAND SIENA","IVM-1G32","2025-09-30T19:02:15.469000","2026-02-16T16:55:37.966000","68c06e22e3b7015582db9328","contato@loker.com.br","false"
"Land Rover","2.0 TURBO","","2018","","","Branca","68c46763f06b1105f80e8feb","125000","68b21f26f826aa4254b0a1b2","Range Rover Evoque P240 SE","EWV-1G00","2025-09-12T18:33:07.144000","2025-09-12T18:33:07.144000","68b21e394c1c0a8057cf2136","beenkoficial@gmail.com","false"
"FORD","1.5","","2018","gasolina","69864ce67137a313e5c26d4d","PRATA","68c2dd26efc73b2040c2bd18","200000","68c2d655ebd05836887abe16","KA SE 1.5 HA B","PZE 7C21","2025-09-11T14:31:02.376000","2026-02-16T16:55:37.938000","68c06e22e3b7015582db9328","contato@loker.com.br","false"
"FORD","1.0","","2017","gasolina","69864ce67137a313e5c26d4d","BRANCO","68c2daad76cbbc5511559424","223518","68c2d655ebd05836887abe16","KA SE 1.0 HA B","PYL1I23","2025-09-11T14:20:29.242000","2026-02-16T16:55:37.944000","68c06e22e3b7015582db9328","contato@loker.com.br","false"
"RENAULT","1.6","","2012","flex","69864ce67137a313e5c26d4d","PRATA","68c0c16d0437d6dadffd96df","150000","68c0c13a1c434cb8ded3da11","DUSTER","AXX0A11","2025-09-10T00:08:13.650000","2026-02-16T16:55:37.962000","68c06e22e3b7015582db9328","contato@loker.com.br","false"
"FIAT","1.0","","1998","flex","69864ce67137a313e5c26d4d","PRATA","68c0a66be1d2aa591fc32ce6","300000","68c0a62cfbda68a62838d0fa","PALIO","AAA0A00","2025-09-09T22:12:59.589000","2026-02-16T16:55:37.938000","68c06e22e3b7015582db9328","contato@loker.com.br","false"
"RENAULT","MOTOR 1.0 16V 4C","","2020","flex","","BRANCO","68bb8cfe46df15633146d9c5","0","68bb8c7a6a116fe2404c03f9","LOGAN","AXX0F00","2025-09-06T01:23:10.825000","2025-09-06T01:23:10.825000","68bb8ae30bb9b6022db0caf3","quotabankoficial@gmail.com","false"
"FORD","","","2019","flex","","PRATA","68b357fe867574eb36498862","300000","68b356db867574eb36498358","KA","EWV-1G00","2025-08-30T19:58:54.704000","2025-08-30T19:58:54.704000","68b2294b079944be66704f7f","lucassander.neteller@gmail.com","false"
"Honda","","","2019","flex","","Branco","68b21eeb4e604ce9849c0941","52000","68b21f26f826aa4254b0a1b2","Civic","DEF-5678","2025-08-29T21:43:07.543000","2025-08-29T22:09:53.727000","68b21e394c1c0a8057cf2136","beenkoficial@gmail.com","false"
"Volkswagen","","","2021","flex","","Azul","68b21eeb4e604ce9849c0942","32000","68b21eeb4e604ce9849c093f","Golf","GHI-9012","2025-08-29T21:43:07.543000","2025-08-29T22:09:58.692000","68b21e394c1c0a8057cf2136","beenkoficial@gmail.com","false"
"Toyota","MOTOR 1.0 16V 4C","","2020","flex","","Prata","68b21eeb4e604ce9849c0940","45000","68b21eeb4e604ce9849c093d","Corolla","ABC-1234","2025-08-29T21:43:07.543000","2025-09-05T15:36:40.437000","68b21e394c1c0a8057cf2136","beenkoficial@gmail.com","false"
